Date,Close,Open,High,Low,Volume,Change %
2017-07-12,9816.1,9807.3,9824.95,9787.7,150050000.0,0.31%
2017-07-13,9891.7,9855.8,9897.25,9853.45,186870000.0,0.77%
2017-07-14,9886.35,9913.3,9913.3,9845.45,164460000.0,-0.05%
2017-07-17,9915.95,9908.15,9928.2,9894.7,168600000.0,0.30%
2017-07-18,9827.15,9832.7,9885.35,9792.05,303010000.0,-0.90%
2017-07-19,9899.6,9855.95,9905.05,9851.65,206380000.0,0.74%
2017-07-20,9873.3,9920.2,9922.55,9863.45,166080000.0,-0.27%
2017-07-21,9915.25,9899.6,9924.7,9838.0,193290000.0,0.42%
2017-07-24,9966.4,9936.8,9982.05,9919.6,179910000.0,0.52%
2017-07-25,9964.55,10010.55,10011.3,9949.1,191210000.0,-0.02%
2017-07-26,10020.65,9983.65,10025.95,9965.95,203700000.0,0.56%
2017-07-27,10020.55,10063.25,10114.85,10005.5,296780000.0,0.00%
2017-07-28,10014.5,9996.55,10026.05,9944.5,197490000.0,-0.06%
2017-07-31,10077.1,10034.7,10085.9,10016.95,245100000.0,0.63%
2017-08-01,10114.65,10101.05,10128.6,10065.75,190000000.0,0.37%
2017-08-02,10081.5,10136.3,10137.85,10054.2,166460000.0,-0.33%
2017-08-03,10013.65,10081.15,10081.15,9998.25,198670000.0,-0.67%
2017-08-04,10066.4,10008.6,10075.25,9988.35,184080000.0,0.53%
2017-08-07,10057.4,10074.8,10088.1,10046.35,141570000.0,-0.09%
2017-08-08,9978.55,10068.35,10083.8,9947.0,209640000.0,-0.78%
2017-08-09,9908.05,9961.15,9969.8,9893.05,174400000.0,-0.71%
2017-08-10,9820.25,9872.85,9892.65,9776.2,242820000.0,-0.89%
2017-08-11,9710.8,9712.15,9771.65,9685.55,294730000.0,-1.11%
2017-08-14,9794.15,9755.75,9818.3,9752.1,201610000.0,0.86%
2017-08-16,9897.3,9825.85,9903.95,9773.85,226270000.0,1.05%
2017-08-17,9904.15,9945.55,9947.8,9883.75,203650000.0,0.07%
2017-08-18,9837.4,9865.95,9865.95,9783.65,253930000.0,-0.67%
2017-08-21,9754.35,9864.25,9884.35,9740.1,211630000.0,-0.84%
2017-08-22,9765.55,9815.75,9828.45,9752.6,189270000.0,0.11%
2017-08-23,9852.5,9803.05,9857.9,9786.75,173820000.0,0.89%
2017-08-24,9857.05,9881.2,9881.5,9848.85,190400000.0,0.05%
2017-08-28,9912.8,9907.15,9925.75,9882.0,164490000.0,0.57%
2017-08-29,9796.05,9886.4,9887.35,9783.75,178670000.0,-1.18%
2017-08-30,9884.4,9859.5,9909.45,9850.8,162700000.0,0.90%
2017-08-31,9917.9,9905.7,9925.1,9856.95,337780000.0,0.34%
2017-09-01,9974.4,9937.65,9983.45,9909.85,162730000.0,0.57%
2017-09-04,9912.85,9984.15,9988.4,9861.0,153370000.0,-0.62%
2017-09-05,9952.2,9933.25,9963.1,9901.05,143520000.0,0.40%
2017-09-06,9916.2,9899.25,9931.55,9882.55,153770000.0,-0.36%
2017-09-07,9929.9,9945.85,9964.85,9917.2,194630000.0,0.14%
2017-09-08,9934.8,9958.65,9963.6,9913.3,168700000.0,0.05%
2017-09-11,10006.05,9971.75,10028.65,9968.8,178410000.0,0.72%
2017-09-12,10093.05,10056.85,10097.55,10028.05,188250000.0,0.87%
2017-09-13,10079.3,10099.25,10131.95,10063.15,221610000.0,-0.14%
2017-09-14,10086.6,10107.4,10126.5,10070.35,232640000.0,0.07%
2017-09-15,10085.4,10062.35,10115.15,10043.65,274800000.0,-0.01%
2017-09-18,10153.1,10133.1,10171.7,10131.3,160850000.0,0.67%
2017-09-19,10147.55,10175.6,10178.95,10129.95,193350000.0,-0.05%
2017-09-20,10141.15,10160.95,10171.05,10134.2,205600000.0,-0.06%
2017-09-21,10121.9,10139.6,10158.9,10058.6,197710000.0,-0.19%
2017-09-22,9964.4,10094.35,10095.05,9952.8,233620000.0,-1.56%
2017-09-25,9872.6,9960.1,9960.5,9816.05,228210000.0,-0.92%
2017-09-26,9871.5,9875.25,9891.35,9813.0,196790000.0,-0.01%
2017-09-27,9735.75,9920.6,9921.05,9714.4,206310000.0,-1.38%
2017-09-28,9768.95,9736.4,9789.2,9687.55,396880000.0,0.34%
2017-09-29,9788.6,9814.3,9854.0,9775.35,202350000.0,0.20%
2017-10-03,9859.5,9893.3,9895.4,9831.05,167830000.0,0.72%
2017-10-04,9914.9,9884.35,9938.3,9850.65,160990000.0,0.56%
2017-10-05,9888.7,9927.0,9945.95,9881.85,152360000.0,-0.26%
2017-10-06,9979.7,9908.15,9989.35,9906.6,201860000.0,0.92%
2017-10-09,9988.75,9988.2,10015.75,9959.45,148400000.0,0.09%
2017-10-10,10016.95,10013.7,10034.0,10002.3,153250000.0,0.28%
2017-10-11,9984.8,10042.6,10067.25,9955.8,195590000.0,-0.32%
2017-10-12,10096.4,10011.2,10104.45,9977.1,207110000.0,1.12%
2017-10-13,10167.45,10123.7,10191.9,10120.1,237230000.0,0.70%
2017-10-16,10230.85,10207.4,10242.95,10175.1,209330000.0,0.62%
2017-10-17,10234.45,10227.65,10251.85,10212.6,201780000.0,0.04%
2017-10-18,10210.85,10209.4,10236.45,10175.75,262110000.0,-0.23%
2017-10-19,10146.55,10210.35,10211.95,10123.35,31090000.0,-0.63%
2017-10-23,10184.85,10176.65,10224.15,10124.5,224800000.0,0.38%
2017-10-24,10207.7,10218.55,10237.75,10182.4,223910000.0,0.22%
2017-10-25,10295.35,10321.15,10340.55,10240.9,612620000.0,0.86%
2017-10-26,10343.8,10291.8,10355.65,10271.85,443040000.0,0.47%
2017-10-27,10323.05,10362.3,10366.15,10311.3,322410000.0,-0.20%
2017-10-30,10363.65,10353.85,10384.5,10344.3,244190000.0,0.39%
2017-10-31,10335.3,10364.9,10367.7,10323.95,239810000.0,-0.27%
2017-11-01,10440.5,10390.35,10451.65,10383.05,268269999.99999997,1.02%
2017-11-02,10423.8,10440.5,10453.0,10412.55,207740000.0,-0.16%
2017-11-03,10452.5,10461.55,10461.7,10403.6,206100000.0,0.28%
2017-11-06,10451.8,10431.75,10490.45,10413.75,199560000.0,-0.01%
2017-11-07,10350.15,10477.15,10485.75,10340.8,295830000.0,-0.97%
2017-11-08,10303.15,10361.95,10384.25,10285.5,282950000.0,-0.45%
2017-11-09,10308.95,10358.65,10368.45,10266.95,247610000.0,0.06%
2017-11-10,10321.75,10304.35,10344.95,10254.1,287960000.0,0.12%
2017-11-13,10224.95,10322.0,10334.15,10216.25,216800000.0,-0.94%
2017-11-14,10186.6,10223.4,10248.0,10175.55,314410000.0,-0.38%
2017-11-15,10118.05,10171.95,10175.45,10094.0,213840000.0,-0.67%
2017-11-16,10214.75,10152.9,10232.25,10139.2,188180000.0,0.96%
2017-11-17,10283.6,10324.55,10343.6,10268.05,209590000.0,0.67%
2017-11-20,10298.75,10287.2,10309.85,10261.5,151750000.0,0.15%
2017-11-21,10326.9,10329.25,10358.7,10315.05,191860000.0,0.27%
2017-11-22,10342.3,10350.8,10368.7,10309.55,162500000.0,0.15%
2017-11-23,10348.75,10358.45,10374.3,10307.3,157650000.0,0.06%
2017-11-24,10389.7,10366.8,10404.5,10362.25,133180000.0,0.40%
2017-11-27,10399.55,10361.05,10407.15,10340.2,146280000.0,0.09%
2017-11-28,10370.25,10387.9,10409.55,10355.2,202050000.0,-0.28%
2017-11-29,10361.3,10376.65,10392.95,10345.9,157190000.0,-0.09%
2017-11-30,10226.55,10332.7,10332.7,10211.25,353100000.0,-1.30%
2017-12-01,10121.8,10263.7,10272.7,10108.55,147770000.0,-1.02%
2017-12-04,10127.75,10175.05,10179.2,10095.7,153240000.0,0.06%
2017-12-05,10118.25,10118.25,10147.95,10069.1,160250000.0,-0.09%
2017-12-06,10044.1,10088.8,10104.2,10033.35,171210000.0,-0.73%
2017-12-07,10166.7,10063.45,10182.65,10061.9,171340000.0,1.22%
2017-12-08,10265.65,10198.45,10270.85,10195.25,206230000.0,0.97%
2017-12-11,10322.25,10310.5,10329.2,10282.05,152040000.0,0.55%
2017-12-12,10240.15,10324.9,10326.1,10230.2,180550000.0,-0.80%
2017-12-13,10192.95,10236.6,10296.55,10169.85,187190000.0,-0.46%
2017-12-14,10252.1,10229.3,10276.1,10141.55,159100000.0,0.58%
2017-12-15,10333.25,10345.65,10373.1,10319.65,262980000.00000003,0.79%
2017-12-18,10388.75,10263.1,10443.55,10074.8,237510000.0,0.54%
2017-12-19,10463.2,10414.8,10472.2,10406.0,174340000.0,0.72%
2017-12-20,10444.2,10494.4,10494.45,10437.15,180600000.0,-0.18%
2017-12-21,10440.3,10473.95,10473.95,10426.9,156650000.0,-0.04%
2017-12-22,10493.0,10457.3,10501.1,10448.25,143120000.0,0.50%
2017-12-26,10531.5,10512.3,10545.45,10477.95,160420000.0,0.37%
2017-12-27,10490.75,10531.05,10552.4,10469.25,170310000.0,-0.39%
2017-12-28,10477.9,10498.2,10534.55,10460.45,281310000.0,-0.12%
2017-12-29,10530.7,10492.35,10538.7,10488.65,156740000.0,0.50%
2018-01-01,10435.55,10531.7,10537.85,10423.1,134530000.0,-0.90%
2018-01-02,10442.2,10477.55,10495.2,10404.65,158090000.0,0.06%
2018-01-03,10443.2,10482.65,10503.6,10429.55,172520000.0,0.01%
2018-01-04,10504.8,10469.4,10513.0,10441.45,180260000.0,0.59%
2018-01-05,10558.85,10534.25,10566.1,10520.1,186470000.0,0.51%
2018-01-08,10623.6,10591.7,10631.2,10588.55,174180000.0,0.61%
2018-01-09,10637.0,10645.1,10659.15,10603.6,211290000.0,0.13%
2018-01-10,10632.2,10652.05,10655.5,10592.7,181900000.0,-0.05%
2018-01-11,10651.2,10637.05,10664.6,10612.35,158630000.0,0.18%
2018-01-12,10681.25,10682.55,10690.4,10597.1,180590000.0,0.28%
2018-01-15,10741.55,10718.5,10782.65,10713.8,181260000.0,0.56%
2018-01-16,10700.45,10761.5,10762.35,10687.85,217470000.0,-0.38%
2018-01-17,10788.55,10702.45,10803.0,10666.75,260490000.0,0.82%
2018-01-18,10817.0,10873.4,10887.5,10782.4,321610000.0,0.26%
2018-01-19,10894.7,10829.2,10906.85,10793.9,214010000.0,0.72%
2018-01-22,10966.2,10883.2,10975.1,10881.4,238820000.0,0.66%
2018-01-23,11083.7,10997.4,11092.9,10994.55,293450000.0,1.07%
2018-01-24,11086.0,11069.35,11110.1,11046.15,292200000.0,0.02%
2018-01-25,11069.65,11095.6,11095.6,11009.2,340470000.0,-0.15%
2018-01-29,11130.4,11079.35,11171.55,11075.95,249220000.0,0.55%
2018-01-30,11049.65,11120.85,11121.1,11033.9,234970000.0,-0.73%
2018-01-31,11027.7,11018.8,11058.5,10979.3,253460000.0,-0.20%
2018-02-01,11016.9,11044.55,11117.35,10878.8,315740000.0,-0.10%
2018-02-02,10760.6,10938.2,10954.95,10736.1,291430000.0,-2.33%
2018-02-05,10666.55,10604.3,10702.75,10586.8,247480000.0,-0.87%
2018-02-06,10498.25,10295.15,10594.15,10276.3,274660000.0,-1.58%
2018-02-07,10476.7,10607.2,10614.0,10446.4,258100000.00000003,-0.21%
2018-02-08,10576.85,10518.5,10637.8,10479.55,239410000.0,0.96%
2018-02-09,10454.95,10416.5,10480.2,10398.2,197500000.0,-1.15%
2018-02-12,10539.75,10518.2,10555.5,10485.4,224120000.0,0.81%
2018-02-14,10500.9,10585.75,10590.55,10456.65,236330000.0,-0.37%
2018-02-15,10545.5,10537.9,10618.1,10511.05,217090000.0,0.42%
2018-02-16,10452.3,10596.2,10612.9,10434.05,190040000.0,-0.88%
2018-02-19,10378.4,10488.9,10489.35,10302.75,193090000.0,-0.71%
2018-02-20,10360.4,10391.0,10429.35,10347.65,193460000.0,-0.17%
2018-02-21,10397.45,10426.0,10426.1,10349.6,241330000.0,0.36%
2018-02-22,10382.7,10354.35,10397.55,10340.65,323260000.0,-0.14%
2018-02-23,10491.05,10408.1,10499.1,10396.65,217130000.0,1.04%
2018-02-26,10582.6,10526.55,10592.95,10520.2,177240000.0,0.87%
2018-02-27,10554.3,10615.2,10631.65,10537.25,193250000.0,-0.27%
2018-02-28,10492.85,10488.95,10535.5,10461.55,294790000.0,-0.58%
2018-03-01,10458.35,10479.95,10525.5,10447.15,181380000.0,-0.33%
2018-03-05,10358.85,10428.3,10428.7,10323.9,199980000.0,-0.95%
2018-03-06,10249.25,10420.5,10441.35,10215.9,229780000.0,-1.06%
2018-03-07,10154.2,10232.95,10243.35,10141.55,257200000.0,-0.93%
2018-03-08,10242.65,10216.25,10270.35,10146.4,233380000.0,0.87%
2018-03-09,10226.85,10271.3,10296.7,10211.9,192330000.0,-0.15%
2018-03-12,10421.4,10301.6,10433.65,10295.45,223140000.0,1.90%
2018-03-13,10426.85,10389.5,10478.6,10377.85,274850000.0,0.05%
2018-03-14,10410.9,10393.05,10420.35,10336.3,186990000.0,-0.15%
2018-03-15,10360.15,10405.45,10420.0,10346.2,179310000.0,-0.49%
2018-03-16,10195.15,10345.15,10346.3,10180.25,338700000.0,-1.59%
2018-03-19,10094.25,10215.35,10224.55,10075.3,216670000.0,-0.99%
2018-03-20,10124.35,10051.55,10155.65,10049.1,209330000.0,0.30%
2018-03-21,10155.25,10181.95,10227.3,10132.95,211060000.0,0.31%
2018-03-22,10114.75,10167.5,10207.85,10105.4,237630000.0,-0.40%
2018-03-23,9998.05,9968.8,10027.7,9951.9,294520000.0,-1.15%
2018-03-26,10130.65,9989.15,10143.5,9958.55,270660000.0,1.33%
2018-03-27,10184.15,10188.0,10207.9,10139.65,232710000.0,0.53%
2018-03-28,10113.7,10143.6,10158.35,10096.9,354980000.0,-0.69%
2018-04-02,10211.8,10151.65,10220.1,10127.75,232430000.0,0.97%
2018-04-03,10245.0,10186.85,10255.35,10171.05,211650000.0,0.33%
2018-04-04,10128.4,10274.6,10279.85,10111.3,238180000.0,-1.14%
2018-04-05,10325.15,10228.45,10331.8,10227.45,244120000.0,1.94%
2018-04-06,10331.6,10322.75,10350.45,10290.85,206360000.0,0.06%
2018-04-09,10379.35,10333.7,10397.7,10328.5,228510000.0,0.46%
2018-04-10,10402.25,10412.9,10424.85,10381.5,259519999.99999997,0.22%
2018-04-11,10417.15,10428.15,10428.15,10355.6,258079999.99999997,0.14%
2018-04-12,10458.65,10410.65,10469.9,10395.25,246030000.0,0.40%
2018-04-13,10480.6,10495.3,10519.9,10451.45,219720000.0,0.21%
2018-04-16,10528.35,10398.3,10540.15,10396.35,200950000.0,0.46%
2018-04-17,10548.7,10557.3,10560.45,10495.65,212450000.0,0.19%
2018-04-18,10526.2,10578.9,10594.2,10509.7,211820000.0,-0.21%
2018-04-19,10565.3,10563.65,10572.2,10546.2,270740000.0,0.37%
2018-04-20,10564.05,10560.35,10582.35,10527.45,252230000.0,-0.01%
2018-04-23,10584.7,10592.8,10638.35,10514.95,200200000.0,0.20%
2018-04-24,10614.35,10578.1,10636.8,10569.0,225970000.0,0.28%
2018-04-25,10570.55,10612.4,10612.6,10536.45,195130000.0,-0.41%
2018-04-26,10617.8,10586.5,10628.4,10559.65,345540000.0,0.45%
2018-04-27,10692.3,10651.65,10719.8,10647.55,306670000.0,0.70%
2018-04-30,10739.35,10705.75,10759.0,10704.6,179160000.0,0.44%
2018-05-02,10718.05,10783.85,10784.65,10689.8,236760000.0,-0.20%
2018-05-03,10679.65,10720.15,10720.6,10647.45,190870000.0,-0.36%
2018-05-04,10618.25,10700.45,10700.45,10601.6,192300000.0,-0.57%
2018-05-07,10715.5,10653.15,10725.65,10635.65,173620000.0,0.92%
